Lower layer Super Output Areas Code,Lower layer Super Output Areas,Observation
E01003711,Redbridge 010C,639
E01003712,Redbridge 010D,542
E01003713,Redbridge 034A,492
E01003714,Redbridge 034B,684
E01003715,Redbridge 034C,626
E01003716,Redbridge 034D,593
E01003718,Redbridge 034E,656
E01003719,Redbridge 034F,720
E01003720,Redbridge 002A,788
E01003721,Redbridge 003A,659
E01003722,Redbridge 002B,821
E01003723,Redbridge 002C,719
E01003724,Redbridge 003B,505
E01003725,Redbridge 003C,671
E01003726,Redbridge 002D,938
E01003727,Redbridge 003D,639
E01003729,Redbridge 032B,495
E01003730,Redbridge 032C,460
E01003731,Redbridge 033A,418
E01003732,Redbridge 032D,630
E01003733,Redbridge 032E,489
E01003734,Redbridge 033B,500
E01003735,Redbridge 033C,707
E01003736,Redbridge 033D,490
E01003737,Redbridge 031A,667
E01003738,Redbridge 031B,653
E01003739,Redbridge 031C,672
E01003740,Redbridge 031D,616
E01003741,Redbridge 031E,667
E01003742,Redbridge 031F,636
E01003743,Redbridge 031G,517
E01003744,Redbridge 001A,616
E01003745,Redbridge 001B,477
E01003746,Redbridge 001C,677
E01003747,Redbridge 001D,483
E01003748,Redbridge 001E,624
E01003749,Redbridge 001F,684
E01003750,Redbridge 001G,877
E01003751,Redbridge 020A,669
E01003752,Redbridge 023A,822
E01003753,Redbridge 020B,626
E01003754,Redbridge 020C,556
E01003755,Redbridge 023B,660
E01003756,Redbridge 023C,755
E01003757,Redbridge 020D,640
E01003759,Redbridge 009A,553
E01003760,Redbridge 009B,672
E01003761,Redbridge 009C,679
E01003762,Redbridge 009D,652
E01003763,Redbridge 009E,661
E01003764,Redbridge 009F,859
E01003765,Redbridge 009G,742
E01003766,Redbridge 024A,625
E01003767,Redbridge 024B,660
E01003768,Redbridge 024C,651
E01003769,Redbridge 022A,582
E01003770,Redbridge 022B,874
E01003771,Redbridge 022C,526
E01003772,Redbridge 024D,524
E01003773,Redbridge 022D,557
E01003774,Redbridge 014A,850
E01003775,Redbridge 014B,642
E01003776,Redbridge 014C,899
E01003777,Redbridge 014D,843
E01003778,Redbridge 014E,899
E01003779,Redbridge 014F,721
E01003780,Redbridge 014G,510
E01003781,Redbridge 026A,653
E01003782,Redbridge 026B,482
E01003783,Redbridge 029A,883
E01003784,Redbridge 029B,586
E01003785,Redbridge 029C,671
E01003786,Redbridge 026C,458
E01003787,Redbridge 026D,490
E01003788,Redbridge 029D,634
E01003789,Redbridge 018A,587
E01003790,Redbridge 027A,550
E01003791,Redbridge 027B,537
E01003792,Redbridge 027C,505
E01003793,Redbridge 027D,732
E01003794,Redbridge 018B,581
E01003795,Redbridge 018C,430
E01003796,Redbridge 018D,602
E01003797,Richmond upon Thames 001A,515
E01003798,Richmond upon Thames 001B,652
E01003799,Richmond upon Thames 001C,634
E01003800,Richmond upon Thames 001D,604
E01003801,Richmond upon Thames 001E,540
E01003802,Richmond upon Thames 001F,624
E01003803,Richmond upon Thames 001G,606
E01003804,Richmond upon Thames 005A,753
E01003805,Richmond upon Thames 012A,600
E01003806,Richmond upon Thames 012B,510
E01003807,Richmond upon Thames 005B,840
E01003808,Richmond upon Thames 005C,782
E01003809,Richmond upon Thames 005D,640
E01003810,Richmond upon Thames 019A,621
E01003811,Richmond upon Thames 018A,718
E01003812,Richmond upon Thames 018B,749
E01003813,Richmond upon Thames 019B,625
E01003814,Richmond upon Thames 019C,796
E01003815,Richmond upon Thames 019D,934
E01003816,Richmond upon Thames 012C,617
E01003817,Richmond upon Thames 012D,861
E01003818,Richmond upon Thames 017A,663
E01003819,Richmond upon Thames 017B,733
E01003820,Richmond upon Thames 017C,761
E01003821,Richmond upon Thames 008A,765
E01003822,Richmond upon Thames 023A,524
E01003823,Richmond upon Thames 023B,802
E01003824,Richmond upon Thames 023C,630
E01003825,Richmond upon Thames 023D,649
E01003826,Richmond upon Thames 023E,766
E01003827,Richmond upon Thames 023F,883
E01003828,Richmond upon Thames 020A,619
E01003829,Richmond upon Thames 020B,696
E01003830,Richmond upon Thames 020C,748
E01003831,Richmond upon Thames 020D,686
E01003832,Richmond upon Thames 020E,681
E01003833,Richmond upon Thames 020F,666
E01003834,Richmond upon Thames 022A,783
E01003835,Richmond upon Thames 022B,595
E01003836,Richmond upon Thames 022C,579
E01003837,Richmond upon Thames 022D,888
E01003838,Richmond upon Thames 022E,752
E01003839,Richmond upon Thames 022F,1036
E01003840,Richmond upon Thames 013A,582
E01003841,Richmond upon Thames 013B,820
E01003842,Richmond upon Thames 013C,609
E01003843,Richmond upon Thames 013D,798
E01003844,Richmond upon Thames 013E,549
E01003845,Richmond upon Thames 013F,623
E01003846,Richmond upon Thames 002A,614
E01003847,Richmond upon Thames 002B,830
E01003848,Richmond upon Thames 004A,817
E01003849,Richmond upon Thames 002C,642
E01003851,Richmond upon Thames 002D,655
E01003852,Richmond upon Thames 003A,657
E01003853,Richmond upon Thames 003B,595
E01003854,Richmond upon Thames 003C,635
E01003855,Richmond upon Thames 003D,899
E01003856,Richmond upon Thames 003E,740
E01003857,Richmond upon Thames 003F,752
E01003858,Richmond upon Thames 003G,666
E01003859,Richmond upon Thames 005E,607
E01003860,Richmond upon Thames 002E,779
E01003861,Richmond upon Thames 004C,895
E01003862,Richmond upon Thames 004D,806
E01003863,Richmond upon Thames 004E,623
E01003864,Richmond upon Thames 002F,642
E01003865,Richmond upon Thames 004F,589
E01003866,Richmond upon Thames 007A,672
E01003867,Richmond upon Thames 011A,596
E01003868,Richmond upon Thames 007B,653
E01003869,Richmond upon Thames 011B,687
E01003870,Richmond upon Thames 011C,819
E01003871,Richmond upon Thames 007C,697
E01003872,Richmond upon Thames 007D,682
E01003873,Richmond upon Thames 006A,797
E01003874,Richmond upon Thames 006B,769
E01003875,Richmond upon Thames 006C,647
E01003876,Richmond upon Thames 008B,943
E01003877,Richmond upon Thames 008C,684
E01003878,Richmond upon Thames 006D,629
E01003879,Richmond upon Thames 008D,577
E01003880,Richmond upon Thames 016A,581
E01003881,Richmond upon Thames 016B,476
E01003882,Richmond upon Thames 014A,850
E01003883,Richmond upon Thames 014B,876
E01003884,Richmond upon Thames 016C,739
E01003885,Richmond upon Thames 016D,644
E01003886,Richmond upon Thames 021A,673
E01003887,Richmond upon Thames 021B,804
E01003888,Richmond upon Thames 021C,938
E01003889,Richmond upon Thames 021D,751
E01003890,Richmond upon Thames 018C,693
E01003891,Richmond upon Thames 018D,859
E01003892,Richmond upon Thames 009A,891
E01003893,Richmond upon Thames 009B,751
E01003894,Richmond upon Thames 009C,739
E01003895,Richmond upon Thames 009D,722
E01003896,Richmond upon Thames 014C,878
E01003897,Richmond upon Thames 014D,875
E01003898,Richmond upon Thames 015A,737
E01003899,Richmond upon Thames 015B,622
E01003900,Richmond upon Thames 015C,618
E01003901,Richmond upon Thames 015D,610
E01003902,Richmond upon Thames 015E,500
E01003903,Richmond upon Thames 015F,583
E01003904,Richmond upon Thames 015G,654
E01003905,Richmond upon Thames 010A,530
E01003906,Richmond upon Thames 010B,655
E01003907,Richmond upon Thames 010C,646
E01003908,Richmond upon Thames 010D,667
E01003909,Richmond upon Thames 010E,637
E01003910,Richmond upon Thames 011D,659
E01003911,Southwark 020A,752
E01003912,Southwark 019A,669
E01003913,Southwark 024A,841
E01003914,Southwark 024B,719
E01003915,Southwark 024C,798
E01003916,Southwark 020B,910
E01003917,Southwark 020C,873
E01003918,Southwark 020D,648
E01003919,Southwark 021A,682
E01003920,Southwark 021B,909
E01003921,Southwark 021C,990
E01003922,Southwark 021D,966
E01003923,Southwark 017A,729
E01003924,Southwark 021E,903
E01003925,Southwark 020E,840
E01003926,Southwark 021F,568
E01003929,Southwark 002B,1070
E01003930,Southwark 034A,749
E01003932,Southwark 034B,689
E01003933,Southwark 034C,1017
E01003934,Southwark 002C,1118
E01003935,Southwark 002D,422
E01003936,Southwark 009A,581
E01003937,Southwark 009B,766
E01003938,Southwark 006A,751
E01003939,Southwark 002E,880
E01003940,Southwark 006B,632
E01003941,Southwark 006C,964
E01003942,Southwark 006D,636
E01003943,Southwark 009C,586
E01003945,Southwark 033A,727
E01003946,Southwark 033B,754
E01003947,Southwark 033C,602
E01003948,Southwark 033D,795
E01003949,Southwark 032A,863
E01003950,Southwark 032B,808
E01003951,Southwark 033E,550
E01003952,Southwark 030A,687
E01003953,Southwark 028A,946
E01003954,Southwark 030B,658
E01003955,Southwark 028B,809
E01003956,Southwark 030C,730
E01003957,Southwark 032C,700
E01003958,Southwark 032D,773
E01003960,Southwark 012A,765
E01003961,Southwark 012B,885
E01003963,Southwark 016A,688
E01003966,Southwark 015B,823
E01003969,Southwark 017B,1016
E01003971,Southwark 015D,511
E01003972,Southwark 016D,617
E01003973,Southwark 016E,754
E01003975,Southwark 004A,737
E01003976,Southwark 036D,1143
E01003977,Southwark 010A,828
E01003979,Southwark 006E,888
E01003980,Southwark 013A,887
E01003981,Southwark 006F,662
E01003983,Southwark 018A,673
E01003984,Southwark 023A,1005
E01003986,Southwark 011A,697
E01003987,Southwark 011B,821
E01003988,Southwark 018B,874
E01003989,Southwark 018C,878
E01003990,Southwark 018D,823
E01003991,Southwark 017C,585
E01003992,Southwark 014A,647
E01003993,Southwark 017D,797
E01003994,Southwark 012E,866
E01003995,Southwark 014B,738
E01003997,Southwark 017E,507
E01003998,Southwark 014D,659
E01003999,Southwark 014E,599
E01004000,Southwark 026A,875
E01004001,Southwark 026B,753
E01004002,Southwark 029A,655
E01004003,Southwark 023B,794
E01004004,Southwark 023C,1143
E01004005,Southwark 023D,1005
E01004006,Southwark 023E,790
E01004007,Southwark 018E,543
E01004008,Southwark 022B,800
E01004010,Southwark 022D,633
E01004011,Southwark 019B,827
E01004012,Southwark 019C,922
E01004013,Southwark 019D,656
E01004014,Southwark 019E,816
E01004015,Southwark 028C,706
E01004016,Southwark 029B,989
E01004017,Southwark 029C,649
E01004018,Southwark 032E,779
E01004019,Southwark 026C,841
E01004020,Southwark 029D,737
E01004021,Southwark 028D,999
E01004023,Southwark 004D,711
E01004024,Southwark 011C,814
E01004028,Southwark 004E,1096
E01004029,Southwark 001A,931
E01004030,Southwark 007A,743
E01004031,Southwark 007B,1082
E01004032,Southwark 001B,658
E01004033,Southwark 007C,1143
E01004034,Southwark 007D,654
E01004035,Southwark 011D,593
E01004036,Southwark 007E,861
E01004037,Southwark 010B,877
E01004038,Southwark 010C,1033
E01004039,Southwark 013B,636
E01004040,Southwark 013C,779
E01004041,Southwark 013D,691
E01004042,Southwark 010D,824
E01004043,Southwark 010E,584
E01004044,Southwark 013E,562
E01004045,Southwark 027A,640
E01004046,Southwark 028E,643
E01004047,Southwark 027B,616
E01004048,Southwark 027C,689
E01004049,Southwark 027D,516
E01004050,Southwark 024D,629
E01004051,Southwark 027E,585
E01004052,Southwark 024E,774
E01004053,Southwark 001C,889
E01004054,Southwark 001D,727
E01004055,Southwark 001E,529
E01004056,Southwark 008A,1024
E01004057,Southwark 008B,951
E01004058,Southwark 008C,846
E01004059,Southwark 008D,897
E01004060,Southwark 008E,871
E01004061,Southwark 025A,734
E01004062,Southwark 025B,982
E01004063,Southwark 025C,856
E01004064,Southwark 026D,817
E01004065,Southwark 025D,630
E01004066,Southwark 025E,850
E01004067,Southwark 022E,932
E01004068,Southwark 026E,814
E01004069,Southwark 031A,481
E01004070,Southwark 031B,730
E01004071,Southwark 030D,637
E01004072,Southwark 030E,625
E01004073,Southwark 031C,699
E01004074,Southwark 031D,616
E01004075,Southwark 031E,624
E01004076,Sutton 011A,620
E01004077,Sutton 011B,637
E01004078,Sutton 011C,698
E01004079,Sutton 011D,493
E01004080,Sutton 011E,511
E01004081,Sutton 011F,634
E01004082,Sutton 011G,497
E01004083,Sutton 019A,610
E01004084,Sutton 024A,512
E01004085,Sutton 024B,580
E01004086,Sutton 019B,726
E01004087,Sutton 017A,538
E01004088,Sutton 019C,748
E01004089,Sutton 019D,554
E01004090,Sutton 021A,571
E01004091,Sutton 022A,480
E01004092,Sutton 022B,582
E01004093,Sutton 025A,614
E01004094,Sutton 025B,777
E01004095,Sutton 025C,626
E01004096,Sutton 021B,756
E01004097,Sutton 015A,624
E01004098,Sutton 015B,514
E01004099,Sutton 015C,773
E01004100,Sutton 015D,574
E01004101,Sutton 013A,536
E01004102,Sutton 015E,600
E01004103,Sutton 013B,747
E01004104,Sutton 020A,555
E01004105,Sutton 022C,683
E01004106,Sutton 022D,552
E01004107,Sutton 020B,622
E01004108,Sutton 024C,696
E01004109,Sutton 024D,635
E01004110,Sutton 016A,861
E01004111,Sutton 016B,683
E01004112,Sutton 016C,673
E01004114,Sutton 025D,590
E01004115,Sutton 009A,675
E01004116,Sutton 008A,632
E01004117,Sutton 006A,515
E01004118,Sutton 009B,692
E01004119,Sutton 009C,500
E01004120,Sutton 016D,546
E01004121,Sutton 006B,626
E01004122,Sutton 008B,533
E01004123,Sutton 002A,814
E01004124,Sutton 002B,668
E01004125,Sutton 001A,617
E01004126,Sutton 002C,565
E01004127,Sutton 005A,652
E01004128,Sutton 002D,525
E01004129,Sutton 002E,728
E01004130,Sutton 003A,656
E01004131,Sutton 003B,677
E01004132,Sutton 009D,511
E01004133,Sutton 009E,539
E01004134,Sutton 003C,560
E01004135,Sutton 003D,510
E01004136,Sutton 003E,555
E01004137,Sutton 012A,1160
E01004138,Sutton 013C,751
E01004139,Sutton 013D,635
E01004140,Sutton 012B,789
E01004141,Sutton 012C,753
E01004143,Sutton 014A,628
E01004144,Sutton 007A,651
E01004145,Sutton 007B,808
E01004146,Sutton 007C,732
E01004147,Sutton 007D,594
E01004148,Sutton 014B,677
E01004149,Sutton 012E,788
E01004150,Sutton 021C,1056
E01004151,Sutton 021D,847
E01004152,Sutton 018A,840
E01004153,Sutton 021E,890
E01004154,Sutton 022E,565
E01004155,Sutton 018B,840
E01004156,Sutton 018C,944
E01004157,Sutton 016E,449
E01004158,Sutton 018D,720
E01004159,Sutton 014C,616
E01004160,Sutton 014D,679
E01004161,Sutton 014E,602
E01004162,Sutton 018E,742
E01004163,Sutton 005B,632
E01004164,Sutton 004A,618
E01004165,Sutton 005C,710
E01004166,Sutton 004B,676
E01004167,Sutton 005D,581
E01004168,Sutton 013E,581
E01004169,Sutton 004C,701
E01004170,Sutton 017B,913
E01004171,Sutton 010A,574
E01004172,Sutton 010B,844
E01004173,Sutton 010C,524
E01004174,Sutton 017C,682
E01004175,Sutton 010D,694
E01004176,Sutton 010E,615
E01004177,Sutton 020C,907
E01004178,Sutton 017D,1061
E01004179,Sutton 017E,606
E01004180,Sutton 020D,625
E01004181,Sutton 020E,782
E01004182,Sutton 019E,671
E01004183,Sutton 001B,679
E01004184,Sutton 001C,605
E01004185,Sutton 001D,806
E01004186,Sutton 004D,766
E01004187,Sutton 005E,642
E01004189,Sutton 001E,768
E01004190,Sutton 008C,504
E01004191,Sutton 008D,713
E01004192,Sutton 006C,728
E01004193,Sutton 006D,1055
E01004194,Sutton 008E,693
E01004195,Sutton 006E,685
E01004196,Sutton 008F,608
E01004198,Tower Hamlets 002B,577
E01004199,Tower Hamlets 002C,559
E01004200,Tower Hamlets 005A,575
E01004201,Tower Hamlets 002D,677
E01004202,Tower Hamlets 005B,824
E01004203,Tower Hamlets 005C,676
E01004204,Tower Hamlets 005D,710
E01004205,Tower Hamlets 013A,765
E01004206,Tower Hamlets 013B,548
E01004207,Tower Hamlets 011A,511
E01004208,Tower Hamlets 013C,722
E01004209,Tower Hamlets 011B,454
E01004211,Tower Hamlets 013D,743
E01004212,Tower Hamlets 011D,784
E01004214,Tower Hamlets 030A,635
E01004216,Tower Hamlets 030B,733
E01004217,Tower Hamlets 030C,833
E01004218,Tower Hamlets 030D,787
E01004219,Tower Hamlets 035B,1028
E01004221,Tower Hamlets 036A,817
E01004222,Tower Hamlets 001A,1120
E01004223,Tower Hamlets 001B,938
E01004226,Tower Hamlets 001D,911
E01004228,Tower Hamlets 003A,816
E01004229,Tower Hamlets 004C,538
E01004230,Tower Hamlets 003B,833
E01004231,Tower Hamlets 004D,589
E01004232,Tower Hamlets 003C,634
E01004233,Tower Hamlets 003D,932
E01004234,Tower Hamlets 003E,937
E01004235,Tower Hamlets 008A,485
E01004236,Tower Hamlets 008B,494
E01004237,Tower Hamlets 008C,621
E01004239,Tower Hamlets 008E,539
E01004240,Tower Hamlets 012A,544
E01004241,Tower Hamlets 012B,544
E01004243,Tower Hamlets 020A,458
E01004244,Tower Hamlets 020B,707
E01004245,Tower Hamlets 018A,1068
E01004247,Tower Hamlets 020C,865
E01004248,Tower Hamlets 018C,617
E01004249,Tower Hamlets 018D,775
E01004251,Tower Hamlets 023A,933
E01004255,Tower Hamlets 023C,619
E01004256,Tower Hamlets 024C,598
E01004257,Tower Hamlets 024D,750
E01004258,Tower Hamlets 023D,689
E01004259,Tower Hamlets 007A,782
E01004260,Tower Hamlets 007B,602
E01004263,Tower Hamlets 007C,484
E01004264,Tower Hamlets 010C,441
E01004266,Tower Hamlets 007D,552
E01004267,Tower Hamlets 012D,905
E01004268,Tower Hamlets 012E,731
E01004270,Tower Hamlets 014B,844
E01004271,Tower Hamlets 014C,906
E01004272,Tower Hamlets 014D,872
E01004274,Tower Hamlets 031A,665
E01004275,Tower Hamlets 031B,887
E01004276,Tower Hamlets 031C,957
E01004277,Tower Hamlets 033A,854
E01004280,Tower Hamlets 032A,748
E01004281,Tower Hamlets 031D,810
E01004283,Tower Hamlets 016A,734
E01004286,Tower Hamlets 019C,853
E01004287,Tower Hamlets 016B,879
E01004288,Tower Hamlets 019D,610
E01004289,Tower Hamlets 016C,660
E01004290,Tower Hamlets 016D,774
E01004291,Tower Hamlets 027A,1006
E01004292,Tower Hamlets 026A,767
E01004293,Tower Hamlets 027B,1004
E01004295,Tower Hamlets 026C,667
E01004296,Tower Hamlets 026D,1099
E01004297,Tower Hamlets 027C,881
E01004298,Tower Hamlets 022A,571
E01004300,Tower Hamlets 022B,535
E01004301,Tower Hamlets 025B,475
E01004302,Tower Hamlets 025C,554
E01004303,Tower Hamlets 025D,1007
E01004304,Tower Hamlets 022C,621
E01004305,Tower Hamlets 022D,667
E01004306,Tower Hamlets 015A,688
E01004307,Tower Hamlets 015B,1029
E01004308,Tower Hamlets 015C,508
E01004309,Tower Hamlets 015D,943
E01004310,Tower Hamlets 015E,844
E01004311,Tower Hamlets 006A,757
E01004312,Tower Hamlets 009A,485
E01004313,Tower Hamlets 009B,804
E01004315,Tower Hamlets 006C,662
E01004316,Tower Hamlets 009C,440
E01004319,Tower Hamlets 021A,842
E01004321,Tower Hamlets 021C,843
E01004322,Tower Hamlets 017A,524
E01004323,Tower Hamlets 017B,474
E01004324,Tower Hamlets 017C,517
E01004326,Tower Hamlets 017D,766
E01004327,Waltham Forest 028A,472
E01004328,Waltham Forest 028B,658
E01004329,Waltham Forest 028C,641
E01004330,Waltham Forest 028D,609
E01004331,Waltham Forest 028E,604
E01004332,Waltham Forest 028F,651
E01004333,Waltham Forest 024A,583
E01004334,Waltham Forest 024B,616
E01004335,Waltham Forest 027A,615
E01004336,Waltham Forest 026A,583
E01004337,Waltham Forest 027B,647
E01004338,Waltham Forest 027C,647
E01004339,Waltham Forest 027D,695
E01004340,Waltham Forest 027E,714
E01004341,Waltham Forest 027F,740
E01004342,Waltham Forest 011A,723
E01004343,Waltham Forest 008A,652
E01004344,Waltham Forest 008B,664
E01004345,Waltham Forest 010A,617
E01004346,Waltham Forest 011B,567
E01004347,Waltham Forest 011C,804
E01004348,Waltham Forest 010B,1198
E01004349,Waltham Forest 001A,552
E01004350,Waltham Forest 001B,920
E01004351,Waltham Forest 001C,637
E01004352,Waltham Forest 002A,791
E01004353,Waltham Forest 002B,791
E01004354,Waltham Forest 002C,775
E01004355,Waltham Forest 004A,681
E01004356,Waltham Forest 001D,592
E01004357,Waltham Forest 001E,576
E01004358,Waltham Forest 002D,881
E01004359,Waltham Forest 002E,598
E01004360,Waltham Forest 004B,476
E01004361,Waltham Forest 005A,496
E01004362,Waltham Forest 021A,676
E01004363,Waltham Forest 019A,519
E01004364,Waltham Forest 019B,620
E01004365,Waltham Forest 020A,795
E01004366,Waltham Forest 019C,666
E01004367,Waltham Forest 019D,530
E01004368,Waltham Forest 019E,780
E01004369,Waltham Forest 023A,635
E01004370,Waltham Forest 023B,805
E01004371,Waltham Forest 025A,608
E01004372,Waltham Forest 023C,689
E01004373,Waltham Forest 025B,680
E01004374,Waltham Forest 025C,705
E01004375,Waltham Forest 025D,708
E01004376,Waltham Forest 025E,656
E01004377,Waltham Forest 010C,617
E01004378,Waltham Forest 010D,676
E01004379,Waltham Forest 007A,728
E01004380,Waltham Forest 007B,620
E01004381,Waltham Forest 007C,742
E01004382,Waltham Forest 008C,627
E01004383,Waltham Forest 007D,581
E01004384,Waltham Forest 003A,745
E01004385,Waltham Forest 003B,655
E01004386,Waltham Forest 003C,648
E01004387,Waltham Forest 007E,520
E01004388,Waltham Forest 007F,659
E01004389,Waltham Forest 003D,692
E01004390,Waltham Forest 003E,630
E01004391,Waltham Forest 014A,977
E01004392,Waltham Forest 017A,982
E01004393,Waltham Forest 014B,767
E01004394,Waltham Forest 017B,788
E01004395,Waltham Forest 018A,595
E01004396,Waltham Forest 012A,698
E01004397,Waltham Forest 017C,1129
E01004398,Waltham Forest 009A,664
E01004399,Waltham Forest 009B,598
E01004400,Waltham Forest 009C,653
E01004401,Waltham Forest 014C,888
E01004402,Waltham Forest 009D,654
E01004403,Waltham Forest 009E,898
E01004404,Waltham Forest 014D,1105
E01004405,Waltham Forest 020B,611
E01004406,Waltham Forest 016A,738
E01004407,Waltham Forest 013A,664
E01004408,Waltham Forest 016B,711
E01004409,Waltham Forest 016C,753
E01004410,Waltham Forest 013B,822
E01004411,Waltham Forest 016D,767
E01004412,Waltham Forest 015A,751
E01004413,Waltham Forest 004C,704
E01004414,Waltham Forest 005B,636
E01004415,Waltham Forest 004D,622
E01004416,Waltham Forest 004E,718
E01004417,Waltham Forest 005C,699
E01004418,Waltham Forest 008D,649
E01004419,Waltham Forest 008E,927
E01004420,Waltham Forest 020C,736
E01004421,Waltham Forest 018B,595
E01004422,Waltham Forest 022A,981
E01004423,Waltham Forest 020D,712
E01004424,Waltham Forest 022B,735
E01004425,Waltham Forest 022C,836
E01004426,Waltham Forest 022D,602
E01004427,Waltham Forest 022E,828
E01004428,Waltham Forest 026B,707
E01004429,Waltham Forest 026C,699
E01004430,Waltham Forest 026D,1076
E01004432,Waltham Forest 023D,703
E01004434,Waltham Forest 026E,750
E01004435,Waltham Forest 023E,818
E01004436,Waltham Forest 021B,576
E01004437,Waltham Forest 021C,750
E01004438,Waltham Forest 024C,794
E01004439,Waltham Forest 021D,662
E01004440,Waltham Forest 024D,808
E01004441,Waltham Forest 024E,609
E01004442,Waltham Forest 021E,619
E01004443,Waltham Forest 016E,783
E01004444,Waltham Forest 017D,1150
E01004445,Waltham Forest 018C,679
E01004446,Waltham Forest 017E,797
E01004447,Waltham Forest 016F,654
E01004448,Waltham Forest 018D,763
E01004449,Waltham Forest 018E,638
E01004450,Waltham Forest 006A,606
E01004451,Waltham Forest 005D,630
E01004452,Waltham Forest 005E,765
E01004453,Waltham Forest 006B,658
E01004454,Waltham Forest 006C,689
E01004455,Waltham Forest 006D,604
E01004456,Waltham Forest 006E,562
E01004457,Waltham Forest 012B,755
E01004458,Waltham Forest 012C,758
E01004459,Waltham Forest 012D,523
E01004460,Waltham Forest 011D,703
E01004462,Waltham Forest 011E,833
E01004463,Waltham Forest 012E,893
E01004464,Waltham Forest 013C,681
E01004465,Waltham Forest 015B,567
E01004466,Waltham Forest 015C,672
E01004467,Waltham Forest 015D,911
E01004468,Waltham Forest 015E,666
E01004469,Waltham Forest 013D,645
E01004470,Waltham Forest 013E,599
E01004471,Waltham Forest 013F,656
E01004472,Wandsworth 021A,756
E01004473,Wandsworth 026A,753
E01004474,Wandsworth 021B,984
E01004475,Wandsworth 026B,635
E01004476,Wandsworth 021C,885
E01004477,Wandsworth 017A,609
E01004478,Wandsworth 017B,520
E01004479,Wandsworth 017C,609
E01004480,Wandsworth 026C,671
E01004481,Wandsworth 029A,688
E01004482,Wandsworth 030A,610
E01004483,Wandsworth 026D,961
E01004484,Wandsworth 026E,626
E01004485,Wandsworth 030B,748
E01004486,Wandsworth 026F,737
E01004487,Wandsworth 030C,701
E01004488,Wandsworth 029B,557
E01004489,Wandsworth 030D,600
E01004490,Wandsworth 031A,601
E01004491,Wandsworth 031B,1124
E01004492,Wandsworth 031C,741
E01004493,Wandsworth 019A,845
E01004494,Wandsworth 018A,803
E01004495,Wandsworth 024A,522
E01004496,Wandsworth 024B,934
E01004497,Wandsworth 024C,523
E01004498,Wandsworth 031D,745
E01004499,Wandsworth 020A,704
E01004500,Wandsworth 014A,984
E01004501,Wandsworth 014B,665
E01004502,Wandsworth 020B,685
E01004503,Wandsworth 014C,717
E01004504,Wandsworth 020C,554
E01004505,Wandsworth 014D,781
E01004506,Wandsworth 011A,1104
E01004507,Wandsworth 014E,1237
E01004508,Wandsworth 012A,979
E01004510,Wandsworth 012B,863
E01004511,Wandsworth 010B,652
E01004512,Wandsworth 019B,607
E01004513,Wandsworth 018B,847
E01004514,Wandsworth 012C,801
E01004515,Wandsworth 012D,766
E01004516,Wandsworth 036A,504
E01004517,Wandsworth 037A,885
E01004518,Wandsworth 036B,653
E01004519,Wandsworth 036C,613
E01004520,Wandsworth 036D,439
E01004521,Wandsworth 037B,763
E01004522,Wandsworth 037C,639
E01004523,Wandsworth 036E,709
E01004524,Wandsworth 037D,817
E01004525,Wandsworth 035A,726
E01004526,Wandsworth 035B,753
E01004527,Wandsworth 035C,603
E01004528,Wandsworth 035D,715
E01004529,Wandsworth 035E,887
E01004530,Wandsworth 035F,736
E01004531,Wandsworth 033A,652
E01004532,Wandsworth 032A,621
E01004533,Wandsworth 033B,612
E01004534,Wandsworth 008A,792
E01004535,Wandsworth 007A,707
E01004536,Wandsworth 008B,879
E01004537,Wandsworth 007B,931
E01004538,Wandsworth 007C,1086
E01004539,Wandsworth 003A,781
E01004540,Wandsworth 003B,1046
E01004541,Wandsworth 007D,771
E01004542,Wandsworth 021D,597
E01004543,Wandsworth 027A,716
E01004544,Wandsworth 021E,589
E01004545,Wandsworth 027B,1019
E01004546,Wandsworth 027C,614
E01004547,Wandsworth 029C,555
E01004548,Wandsworth 029D,1022
E01004549,Wandsworth 027D,665
E01004550,Wandsworth 017D,521
E01004551,Wandsworth 012E,787
E01004552,Wandsworth 008C,886
E01004553,Wandsworth 015A,777
E01004554,Wandsworth 009A,622
E01004555,Wandsworth 017E,577
E01004556,Wandsworth 009B,584
E01004557,Wandsworth 015B,661
E01004558,Wandsworth 015C,670
E01004559,Wandsworth 015D,517
E01004560,Wandsworth 001A,883
E01004563,Wandsworth 039E,868
E01004564,Wandsworth 039D,828
E01004565,Wandsworth 005A,779
E01004566,Wandsworth 001B,787
E01004567,Wandsworth 039A,982
E01004568,Wandsworth 013A,458
E01004569,Wandsworth 023A,725
E01004570,Wandsworth 023B,719
E01004571,Wandsworth 023C,688
E01004572,Wandsworth 016A,667
E01004573,Wandsworth 023D,632
E01004574,Wandsworth 013B,703
E01004575,Wandsworth 013C,682
E01004576,Wandsworth 013D,593
E01004577,Wandsworth 003C,820
E01004579,Wandsworth 004B,827
E01004580,Wandsworth 004C,893
E01004581,Wandsworth 004D,837
E01004582,Wandsworth 001C,985
E01004583,Wandsworth 001D,814
E01004584,Wandsworth 003D,716
E01004585,Wandsworth 008D,823
E01004586,Wandsworth 009C,851
E01004587,Wandsworth 009D,697
E01004588,Wandsworth 008E,881
E01004589,Wandsworth 009E,732
E01004590,Wandsworth 005B,815
E01004591,Wandsworth 005C,861
E01004592,Wandsworth 005D,778
